,study_sid,study_name,output_pk,subset_pk,subset_name,intervention_pk,group_pk,individual_pk,normed,tissue,tissue_label,method,method_label,label,time,time_unit,measurement_type,measurement_type_label,choice,choice_label,substance,substance_label,value,mean,median,min,max,sd,se,cv,unit
214,PKDB00083,Mitrakou1992,"[182196, 182197, 182198, 182199, 182200, 182201, 182202, 182203, 182204, 182205, 182206, 182207, 182208]",4204,glu_obese igt,[2658],1471,,TRUE,plasma,plasma,,,glu_obese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,concentration,concentration,,,glucagon,glucagon,,"[1.5329502471585002e-07, 1.5266924473489003e-07, 1.5537899603824003e-07, 1.6015001115354002e-07, 1.3292201700368503e-07, 1.2455388147690502e-07, 1.0636231324467201e-07, 1.0958353728969502e-07, 1.1280695546532803e-07, 1.1782930650063002e-07, 1.1332136416272201e-07, 1.2119855077590003e-07, 1.4247064703985004e-07]",,,,"[2.1213323470982142e-08, 3.004416093589245e-08, 2.664948110311971e-08, 3.2068168076548565e-08, 2.5284641178388463e-08, 2.182012478319268e-08, 2.1143523766488774e-08, 1.9784498180178023e-08, 1.7072279774941892e-08, 1.4342590710996953e-08, 2.0496022085334676e-08, 3.073820496785785e-08, 2.6620400196534793e-08]","[8.017882626484035e-09, 1.1355625455139002e-08, 1.007255708111e-08, 1.2120628247424002e-08, 9.556696078217e-09, 8.247231964675e-09, 7.991500817959e-09, 7.477837428423001e-09, 6.452715228202001e-09, 5.420989739669001e-09, 7.746768186269002e-09, 1.1617949441926e-08, 1.0061565531578002e-08]","[0.13838233504514239, 0.19679249077352878, 0.17151276416125805, 0.20023831310135826, 0.19022161827176826, 0.17518622883895113, 0.19878773901664754, 0.1805426131470435, 0.15134066604775245, 0.12172345859406603, 0.18086635504937743, 0.2536185851322081, 0.1868483140185984]",gram / liter
215,PKDB00083,Mitrakou1992,"[182365, 182366, 182367, 182368, 182369, 182370, 182371, 182372, 182373, 182374, 182375, 182376, 182377]",4211,rdtot_nonobese normal,[2658],1468,,TRUE,plasma,plasma,,,rdtot_nonobese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[2.07269357955588e-06, 1.9971542190718802e-06, 1.9677897114112803e-06, 3.858255798503041e-06, 5.31100831362336e-06, 6.011135138844001e-06, 5.252087972757601e-06, 2.9264076162176406e-06, 2.41319269665288e-06, 2.25311789181708e-06, 1.77066044517708e-06, 1.8641161277712e-06, 2.02655709993492e-06]",,,,"[5.35022428527e-07, 4.193207375587201e-07, 4.190705010414e-07, 1.40323342869648e-06, 1.1660346122562e-06, 1.1453698320407998e-06, 1.4977731092205602e-06, 1.02611618774244e-06, 5.6166640224372e-07, 7.435461938594401e-07, 9.450028043312399e-07, 7.395229527472799e-07, 5.5732644709452e-07]","[1.78340809509e-07, 1.3977357918624002e-07, 1.396901670138e-07, 4.6774447623216e-07, 3.8867820408540004e-07, 3.8178994401359995e-07, 4.9925770307352e-07, 3.4203872924748e-07, 1.8722213408124e-07, 2.4784873128648003e-07, 3.1500093477708e-07, 2.4650765091576e-07, 1.8577548236484002e-07]","[0.2581290518792654, 0.20995911760564354, 0.21296508392700486, 0.3636963182277646, 0.21955051534473866, 0.19054135460030025, 0.2851766986747857, 0.35064021227114195, 0.23274826043637392, 0.33000767361524513, 0.5337007481616455, 0.3967150660465979, 0.27501147000122417]",1 / minute
216,PKDB00083,Mitrakou1992,"[182079, 182080, 182081, 182082, 182083, 182084, 182085, 182086, 182087, 182088, 182089, 182090, 182091]",4209,glc_obese normal,[2658],1470,,TRUE,plasma,plasma,,,glc_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,concentration,concentration,,,glucose,D-glucose,,"[0.955015615923408, 0.9656666837672399, 0.968657685733764, 1.4011680496258079, 1.54077974073828, 1.4656233916551598, 1.2498085377032402, 1.100443027091688, 1.001907308993328, 0.9266679080495279, 0.913972863653568, 0.9169306628914079, 0.9081570895509959]",,,,"[0.2068024510744421, 0.2271130749907925, 0.17558841670428588, 0.18596365389080338, 0.3513967586369145, 0.1757642996892414, 0.20649453668885603, 0.16534521091839846, 0.1654770993247323, 0.1341314625368357, 0.1756764058615292, 0.34110951060763983, 0.403053305329755]","[0.078163979437368, 0.08584067370239999, 0.06636618338616, 0.07028765444170783, 0.132815490695352, 0.06643266090588, 0.078047598738888, 0.062494615509372, 0.062544464641368, 0.050696927551692, 0.066399440161608, 0.12892727641525198, 0.15233983014358798]","[0.21654352832176893, 0.23518785395472425, 0.18126983276994968, 0.1327204498707106, 0.22806423873962625, 0.11992460047375951, 0.16522093621502126, 0.15025331329999153, 0.16516208419618814, 0.14474598868882674, 0.19221184003130046, 0.37201232809905216, 0.4438145228035708]",gram / liter
217,PKDB00083,Mitrakou1992,"[182157, 182158, 182159, 182160, 182161, 182162, 182163, 182164, 182165, 182166, 182167, 182168, 182169]",4212,glu_nonobese normal,[2658],1468,,TRUE,plasma,plasma,,,glu_nonobese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,concentration,concentration,,,glucagon,glucagon,,"[1.45954936896771e-07, 1.5149974525778402e-07, 1.4853499418458802e-07, 1.15385549999405e-07, 1.0390682336880401e-07, 8.958424922711201e-08, 8.9974811441186e-08, 9.5008157508767e-08, 9.719984671312002e-08, 1.0970224672119001e-07, 1.20425492389804e-07, 1.3163822421828002e-07, 1.2892479861684503e-07]",,,,"[3.093869390649901e-08, 3.0991478420030896e-08, 3.1712490634959e-08, 3.329305874047501e-08, 2.7063117424128e-08, 2.7069720712440004e-08, 3.0958482874953006e-08, 2.6328888184334997e-08, 2.7856682224560005e-08, 4.718185326057e-08, 4.1044232601699e-08, 4.718185326057e-08, 3.8676671639340006e-08]","[1.0312897968833003e-08, 1.0330492806676966e-08, 1.0570830211653e-08, 1.1097686246825002e-08, 9.021039141376e-09, 9.023240237480001e-09, 1.0319494291651001e-08, 8.776296061445e-09, 9.285560741520002e-09, 1.572728442019e-08, 1.3681410867233e-08, 1.572728442019e-08, 1.2892223879780003e-08]","[0.21197428853250028, 0.20456455796211023, 0.2135018135561316, 0.2885375052651453, 0.26045563271692873, 0.3021705371868825, 0.3440794415578152, 0.2771223953259536, 0.28659183287374373, 0.4300901273287814, 0.3408267783439353, 0.3584206148385437, 0.29999404346005004]",gram / liter
218,PKDB00083,Mitrakou1992,"[182210, 182211, 182212, 182213, 182214, 182215, 182216, 182217, 182218, 182219, 182209, 182220, 182221]",4210,raoral_nonobese normal,[2658],1468,,TRUE,plasma,plasma,,,raoral_nonobese normal,"[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, -60.0, 270.0, 300.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[nan, 0.0, 4.56755634128916e-06, 4.498179572992321e-06, 4.0766074274012395e-06, 2.9834201063142e-06, 1.88941613862312e-06, 1.3179609666396e-06, 1.1564384291521201e-06, 6.5931233045076e-07, nan, 4.6113572800818004e-07, 1.6897589971431122e-07]",,,,"[nan, 6.600781010342881e-07, 1.1751225756228e-06, 1.17573492545892e-06, 1.0627107111792e-06, 1.00374731305812e-06, 1.0614854710393202e-06, 2.46204520632072e-06, 1.5117469000527597e-06, 1.116159880109652e-06, nan, 1.0627103058284698e-06, 1.0614851251400305e-06]","[nan, 2.2002603367809604e-07, 3.917075252076e-07, 3.9191164181964005e-07, 3.542369037264e-07, 3.3458243768604e-07, 3.5382849034644004e-07, 8.2068173544024e-07, 5.039156333509199e-07, 3.7205329336988397e-07, nan, 3.5423676860948997e-07, 3.5382837504667683e-07]","[nan, nan, 0.25727598913232674, 0.26138016643848366, 0.26068507456374285, 0.3364418275970451, 0.5618060782591069, 1.868071413828125, 1.3072437424629215, 1.6929152217531764, nan, 2.3045499216005627, 6.281872899831817]",1 / minute
219,PKDB00325,Ma2009,"[219045, 219046, 219047, 219048, 219049, 219050, 219051]",4973,supine,[3234],1835,,TRUE,plasma,plasma,,,supine,"[5.0, 30.0, 60.0, 120.0, 240.0, 300.0, 360.0]",min,concentration,concentration,,,midazolam,midazolam,,"[3.380505000000001e-05, 1.9073784000000003e-05, 1.3089846000000002e-05, 7.052750600000002e-06, 3.2323122000000006e-06, 2.6812592000000003e-06, 2.3278760000000004e-06]",,,,"[8.945704e-06, 4.151588000000001e-06, 3.2619900000000004e-06, 1.9275586e-06, 1.2850313000000002e-06, 1.2850077000000002e-06, 9.885145000000002e-07]","[2.4810918820864103e-06, 1.1514433391231502e-06, 9.047132465423671e-07, 5.346085668278141e-07, 3.5640355713278107e-07, 3.5639701167046506e-07, 2.7416459356074206e-07]","[0.26462626146093554, 0.21765938001604715, 0.24920002878567096, 0.27330593541759435, 0.39755791535235985, 0.4792553066111624, 0.42464224898577074]",gram / liter
220,PKDB00325,Ma2009,"[219052, 219053, 219054, 219055, 219056, 219057, 219058]",4974,ambulant,[3234],1836,,TRUE,plasma,plasma,,,ambulant,"[5.0, 30.0, 60.0, 120.0, 240.0, 300.0, 360.0]",min,concentration,concentration,,,midazolam,midazolam,,"[3.8895550000000004e-05, 2.2286232e-05, 1.4275912000000003e-05, 7.967071500000002e-06, 3.0592600000000007e-06, 2.0881433000000003e-06, 1.7100370000000003e-06]",,,,"[1.1861645000000002e-05, 6.276815000000001e-06, 3.7068000000000007e-06, 2.8418565000000004e-06, 1.5074600000000003e-06, 1.7792533000000003e-06, 1.7051535000000003e-06]","[3.2898284045270006e-06, 1.7408752560847304e-06, 1.0280813436838403e-06, 7.88189179096971e-07, 4.1809417890084206e-07, 4.934760773221931e-07, 4.729244905220681e-07]","[0.3049614930242663, 0.2816454122886274, 0.25965416430137706, 0.35670026307658964, 0.49275314945444326, 0.8520743284237245, 0.9971442138386479]",gram / liter
221,PKDB00252,Kawaguchi-Suzuki2017,"[225985, 225986, 225987, 225988, 225989, 225990, 225991, 225992]",5101,GRAP_hyb_MID_mid,"[3388, 3392]",1889,,TRUE,plasma,plasma,,,GRAP_hyb_MID_mid,"[0.0, 0.5, 1.0, 2.0, 3.0, 4.0, 6.0, 9.0]",hr,concentration,concentration,,,midazolam,midazolam,,"[0.0, 2.0204842e-05, 1.6250776e-05, 1.2557418000000002e-05, 8.907511e-06, 6.452514000000001e-06, 3.1284916000000002e-06, 1.7380509000000003e-06]",,,,"[nan, 4.019244e-06, 4.214774000000001e-06, 5.561762000000001e-06, 3.9106150000000005e-06, 3.0415890000000006e-06, 1.4773434000000003e-06, 6.952203000000001e-07]","[nan, 1.1602558026693903e-06, 1.2167004517367202e-06, 1.6055423939343204e-06, 1.1288973114734901e-06, 8.780311139571021e-07, 4.264723048377591e-07, 2.0069281367554604e-07]","[nan, 0.19892479238392458, 0.25935832233488426, 0.44290649558691125, 0.43902443679272474, 0.4713804572915301, 0.4722222683928575, 0.3999999654785714]",gram / liter
222,PKDB00248,Link2008,"[224204, 224205, 224206, 224207, 224208, 224209, 224210, 224211, 224212, 224213, 224214, 224215]",5059,RIF_MID_po_all_mid1oh_plasma,"[3351, 3354]",1866,,TRUE,plasma,plasma,,,RIF_MID_po_all_mid1oh_plasma,"[10.0, 20.0, 30.0, 40.0, 60.0, 90.0, 120.0, 180.0, 240.0, 360.0, 480.0, 600.0]",min,concentration,concentration,,,1-hydroxymidazolam,1-hydroxymidazolam,,"[6.398241000000001e-07, 6.008802000000001e-06, 4.451279000000001e-06, 3.7387574000000006e-06, 3.1844196000000007e-06, 1.7475284000000003e-06, 1.0355034000000003e-06, 5.117889600000001e-07, 2.9491508000000004e-07, 1.2766169e-07, 8.517321000000001e-08, 7.512034500000002e-08]",,,,"[6.547330000000001e-07, 3.7840480000000006e-06, 2.9100087000000007e-06, 2.0745321e-06, 2.5125690000000005e-06, 1.0371084500000001e-06, 5.412617000000001e-07, 2.0852682000000003e-07, 1.0883625000000002e-07, 3.569377000000001e-08, 1.6566970000000002e-08, 2.1003392000000002e-08]","[2.3148307208330604e-07, 1.3378630005677e-06, 1.0288434425409201e-06, 7.334578578495841e-07, 8.883272890495512e-07, 3.6667320891043503e-07, 1.9136490923327905e-07, 7.372536424063332e-08, 3.8479425206957204e-08, 1.2619653406556502e-08, 5.857308415357001e-09, 7.425820455559601e-09]","[1.0233015605382794, 0.6297508222104838, 0.6537466422572029, 0.5548720812963152, 0.7890194495725374, 0.5934715853544926, 0.5227039331787804, 0.40744688982740074, 0.36904267492866083, 0.2795965649522578, 0.19450916549933953, 0.2795965859847954]",gram / liter
223,PKDB00248,Link2008,"[224181, 224190, 224182, 224183, 224184, 224185, 224186, 224187, 224188, 224189]",5057,RIF_MID_po_all_mid_plasma,"[3351, 3354]",1866,,TRUE,plasma,plasma,,,RIF_MID_po_all_mid_plasma,"[10.0, 360.0, 20.0, 30.0, 40.0, 60.0, 90.0, 120.0, 180.0, 240.0]",min,concentration,concentration,,,midazolam,midazolam,,"[5.538040400000001e-07, 6.336104000000001e-08, 2.5437064000000007e-06, 1.6955439000000003e-06, 1.5810186000000001e-06, 1.3842995000000003e-06, 6.596085400000002e-07, 3.1872553000000003e-07, 1.3204712e-07, 8.264872400000002e-08]",,,,"[5.763850600000001e-07, nan, 3.1813903000000005e-06, 1.2920579000000003e-06, 1.4275499000000003e-06, 1.7973883000000003e-06, 7.639616600000002e-07, 2.6694554e-07, 7.454326000000001e-08, 4.221355600000001e-08]","[2.0378289225030702e-07, nan, 1.1247913273655502e-06, 4.5681145138782504e-07, 5.047151073860891e-07, 6.354727276776801e-07, 2.70101235176266e-07, 9.437950077075242e-08, 2.6355022318876006e-08, 1.4924745852799003e-08]","[1.0407743865501595, nan, 1.2506908423079015, 0.7620315227461819, 0.9029304905078284, 1.2984099900346708, 1.1582046223961866, 0.8375405007562462, 0.5645201500797595, 0.510758714193821]",gram / liter
224,PKDB00248,Link2008,"[224088, 224089, 224090, 224091, 224092, 224093, 224094, 224095, 224096, 224084, 224085, 224086, 224087]",5066,MID_iv_all_mid_plasma,[3352],1866,,TRUE,plasma,plasma,,,MID_iv_all_mid_plasma,"[40.0, 60.0, 90.0, 120.0, 240.0, 360.0, 480.0, 600.0, 1440.0, 5.0, 10.0, 20.0, 30.0]",min,concentration,concentration,,,midazolam,midazolam,,"[2.5216614000000003e-05, 1.9492268000000002e-05, 1.5818405e-05, 1.1809022000000002e-05, 6.310432400000001e-06, 3.3956700000000004e-06, 1.8528237000000003e-06, 1.3260782000000002e-06, 8.344629400000001e-08, 0.00017322859000000002, 4.749762300000001e-05, 3.377655800000001e-05, 2.8581570000000006e-05]",,,,"[3.763834000000001e-06, 3.864472000000001e-06, 3.1361730000000005e-06, 2.048971e-06, 1.3569961000000001e-06, 7.301907000000001e-07, 5.944186000000001e-07, 4.1328730000000007e-07, 3.5537340000000005e-08, 9.341289000000001e-05, 1.3517121000000002e-05, 6.696720000000001e-06, 4.9591600000000005e-06]","[1.3307162723302401e-06, 1.3662971784527701e-06, 1.10880459763708e-06, 7.244206442772912e-07, 4.797705721768491e-07, 2.5816139776467606e-07, 2.1015871146170705e-07, 1.4611912620413904e-07, 1.2564347049666002e-08, 3.3026443984616506e-05, 4.779023960609541e-06, 2.3676480618537903e-06, 1.7533278324945404e-06]","[0.14926008702040647, 0.19825666259052052, 0.19826101304145394, 0.17350894934398461, 0.21504011357446756, 0.21503582503600172, 0.3208176795234215, 0.31166133339647695, 0.4258708002059384, 0.5392463795958854, 0.28458520966407097, 0.1982653176205817, 0.1735090129758442]",gram / liter
225,PKDB00248,Link2008,"[224240, 224241, 224242, 224243, 224244, 224245, 224246, 224247, 224248]",5060,RIF_MID_po_all_mid1oh_saliva,"[3351, 3354]",1866,,TRUE,saliva,saliva,,,RIF_MID_po_all_mid1oh_saliva,"[10.0, 30.0, 40.0, 60.0, 80.0, 100.0, 120.0, 150.0, 180.0]",min,concentration,concentration,,,1-hydroxymidazolam,1-hydroxymidazolam,,"[6.126804600000001e-08, 2.0852059000000004e-07, 2.1746333000000005e-07, 2.0998509000000005e-07, 1.7382874000000005e-07, 1.2250277e-07, 9.003416000000002e-08, 7.827391000000002e-08, 5.916113000000001e-08]",,,,"[1.9866049000000003e-08, 1.4725254400000004e-07, 9.059785000000001e-08, 7.767878000000001e-08, 6.430363000000001e-08, 3.372009000000001e-08, 3.045752200000001e-08, 2.3111740000000002e-08, 7.366385000000001e-09]","[7.0237089816421015e-09, 5.206163620468521e-08, 3.203117704796081e-08, 2.7463596046149006e-08, 2.2734766413955404e-08, 1.1921852150610303e-08, 1.0768360172169202e-08, 8.171234039510101e-09, 2.6044103931654006e-09]","[0.32424812438118233, 0.7061774762866344, 0.4166120789192366, 0.36992521707136444, 0.3699251918871413, 0.27525981657394366, 0.33828851182706654, 0.29526747801406616, 0.12451393338835819]",gram / liter
226,PKDB00248,Link2008,"[224133, 224134, 224135, 224136, 224137, 224138, 224139, 224140, 224141, 224142, 224143, 224144, 224145]",5071,MID_iv_all_mid_saliva,[3352],1866,,TRUE,saliva,saliva,,,MID_iv_all_mid_saliva,"[10.0, 20.0, 30.0, 40.0, 60.0, 80.0, 100.0, 120.0, 150.0, 180.0, 240.0, 360.0, 480.0]",min,concentration,concentration,,,midazolam,midazolam,,"[1.0403652000000002e-06, 8.578373000000002e-07, 7.505900000000001e-07, 7.073332000000001e-07, 5.5783933e-07, 4.565684500000001e-07, 3.7368244000000006e-07, 2.8397235e-07, 2.3765111000000004e-07, 1.7662257000000003e-07, 1.0664167000000002e-07, 7.524487400000002e-08, 5.388545200000001e-08]",,,,"[3.594783e-07, 2.6265590000000005e-07, 2.4447575e-07, 2.0296497000000004e-07, 1.1369414000000002e-07, 9.714720000000001e-08, 8.971176000000002e-08, 4.8078010000000005e-08, 4.883143000000001e-08, 3.7328940000000004e-08, 3.1622270000000004e-08, 1.9459381000000005e-08, 6.0319120000000016e-09]","[1.27094771809706e-07, 9.286288400432792e-08, 8.643523033033351e-08, 7.175895331516212e-08, 4.01969486875863e-08, 3.434672194664291e-08, 3.171789692409001e-08, 1.6998143448477304e-08, 1.7264517644018103e-08, 1.3197773304252902e-08, 1.1180160776756001e-08, 6.879930131396301e-09, 2.1326029393602003e-09]","[0.3455308770420233, 0.3061838183068048, 0.3257114403336042, 0.2869439325059251, 0.20381162439729736, 0.2127768574460193, 0.24007486142511808, 0.16930525102179844, 0.20547528686064204, 0.2113486402105914, 0.29652827079695954, 0.2586140419346041, 0.11193952683184323]",gram / liter
227,PKDB00248,Link2008,"[224109, 224110, 224111, 224112, 224113, 224114, 224115, 224116, 224117, 224118, 224119, 224120, 224121]",5064,MID_iv_all_mid1oh_plasma,[3352],1866,,TRUE,plasma,plasma,,,MID_iv_all_mid1oh_plasma,"[5.0, 10.0, 20.0, 30.0, 40.0, 60.0, 90.0, 120.0, 240.0, 360.0, 480.0, 600.0, 1440.0]",min,concentration,concentration,,,1-hydroxymidazolam,1-hydroxymidazolam,,"[1.3391645000000002e-06, 2.8984709000000006e-06, 4.075553000000001e-06, 3.4487517000000005e-06, 3.1945117000000006e-06, 2.7793270000000003e-06, 2.5035734000000005e-06, 2.4858537000000004e-06, 1.3283803000000004e-06, 6.176511000000001e-07, 3.538356e-07, 2.2814780000000005e-07, 6.725911000000001e-08]",,,,"[9.016775000000002e-07, 1.9514761000000004e-06, 1.3829460000000001e-06, 1.5723708000000004e-06, 1.0249006000000002e-06, 1.0216426000000003e-06, 9.202428000000001e-07, 8.66771e-07, 4.6317510000000006e-07, 1.2761724000000002e-07, 1.1677746000000002e-07, 5.688075000000001e-08, 1.3896585000000002e-08]","[3.1879113734666703e-07, 6.899509918167392e-07, 4.889452473074051e-07, 5.559170276098581e-07, 3.6235708215108106e-07, 3.6120520520452803e-07, 3.2535496210904807e-07, 3.064498259179221e-07, 1.6375712704337903e-07, 4.5119507900155507e-08, 4.128706692787041e-08, 2.0110382021988405e-08, 4.9131847444176005e-09]","[0.6733134726913684, 0.6732777962338694, 0.339327202958715, 0.45592461759424435, 0.32083169393306654, 0.3675863257544003, 0.36757172767533, 0.34868142079318665, 0.3486765800426278, 0.20661703670567413, 0.3300331001176818, 0.24931535609810831, 0.20661268042351438]",gram / liter
228,PKDB00248,Link2008,"[224146, 224147, 224148, 224149, 224150, 224151, 224152, 224153, 224154, 224155]",5065,RIF_MID_iv_all_mid_saliva,"[3352, 3354]",1866,,TRUE,saliva,saliva,,,RIF_MID_iv_all_mid_saliva,"[10.0, 20.0, 30.0, 40.0, 60.0, 80.0, 100.0, 120.0, 150.0, 180.0]",min,concentration,concentration,,,midazolam,midazolam,,"[1.0250407000000002e-06, 7.732006000000001e-07, 6.097857000000001e-07, 4.432171300000001e-07, 3.269644400000001e-07, 2.3241964000000006e-07, 1.6038205000000004e-07, 1.1919611000000002e-07, 8.164370000000001e-08, 6.535102400000001e-08]",,,,"[3.731447000000001e-07, 2.2186515000000005e-07, 1.2529590000000002e-07, 1.1381766000000002e-07, 5.3334040000000006e-08, 4.7756490000000005e-08, 5.3740380000000005e-08, 3.446666000000001e-08, 8.5992e-09, 8.592914000000002e-09]","[1.3192657386691003e-07, 7.844117603698532e-08, 4.429879027243581e-08, 4.0240619602392406e-08, 1.8856430676037302e-08, 1.6884468962333803e-08, 1.9000093560771004e-08, 1.2185804505425603e-08, 3.0402763163896006e-09, 3.0380538797764005e-09]","[0.3640291551350107, 0.2869438409644276, 0.2054753005851072, 0.25679887417708785, 0.16311877829894894, 0.20547527739049934, 0.33507727329835224, 0.2891592687043227, 0.10532594676625386, 0.13148858998751115]",gram / liter
229,PKDB00248,Link2008,"[224216, 224217, 224218, 224219, 224220, 224221, 224222, 224223, 224224, 224225, 224226, 224227]",5067,MID_po_all_mid_saliva,[3351],1866,,TRUE,saliva,saliva,,,MID_po_all_mid_saliva,"[10.0, 20.0, 30.0, 40.0, 60.0, 90.0, 120.0, 180.0, 240.0, 360.0, 480.0, 600.0]",min,concentration,concentration,,,midazolam,midazolam,,"[3.914760400000001e-07, 8.336286500000001e-07, 9.259027000000002e-07, 7.664758600000001e-07, 6.434438000000001e-07, 5.252484e-07, 4.3177587000000007e-07, 3.042864800000001e-07, 2.2207750000000005e-07, 1.4592636000000004e-07, 8.106149000000002e-08, 6.169835000000001e-08]",,,,"[5.6071352e-07, 4.018527800000001e-07, 2.1622065000000002e-07, 2.1485416000000002e-07, 1.4679588e-07, 1.0539245000000001e-07, 1.5395237000000002e-07, 8.529586000000002e-08, 7.305485000000001e-08, 4.5224030000000005e-08, 1.7165860000000005e-08, nan]","[1.9824216614748903e-07, 1.4207641288833302e-07, 7.644554392378151e-08, 7.596241675106972e-08, 5.190018109912331e-08, 3.726185804043201e-08, 5.4430382403370206e-08, 3.0156640506569207e-08, 2.5828789916783005e-08, 1.5989109142791904e-08, 6.069048005449401e-09, nan]","[1.4323060997551724, 0.48205250623284124, 0.23352415972002238, 0.2803143206623624, 0.22814095030521697, 0.20065258647146764, 0.3565562151493088, 0.2803143274719271, 0.3289610608909052, 0.30990994361813723, 0.211763440321662, nan]",gram / liter
